example_id,image_path,human_label,target_label,allowed_clip_labels,original_prediction_label,original_confidence,original_is_target,original_correct,high_confidence_failure,target_prob_orig,target_rank_orig,distractor_label,distractor_present,distractor_prob_orig,distractor_rank_orig,best_operator,post_prediction_label,post_is_target,target_prob_post,target_rank_post,distractor_prob_post,pairwise_margin_orig,pairwise_margin_post,margin_improved,oracle_improves_target_prob,oracle_improves_target_rank,oracle_decreases_distractor,oracle_recovers_top1,oracle_recovers_top3,oracle_recovers_top5,oracle_top5_or_pairwise,strong_pairwise_improvement,text_object_iou,n_text_boxes,n_object_boxes,n_dominant_objects,target_area_frac,max_text_area_frac,passes_ambiguity,is_directional_failure,is_strict_oracle_repairable,in_clean_subset
282,,dog,dog,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,dog,0.9869747161865234,True,True,False,0.9869747161865234,1,bear,False,0.00553599838167429,2,expanded_gray_fill_1.25,dog,True,0.9888918995857239,1,0.005602018442004919,0.9814387178048491,0.983289881143719,True,False,False,False,True,True,True,True,False,0.005546311702717693,2,1,0,0.08537946428571429,0.05915178571428571,True,False,False,False
283,,umbrella,umbrella,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,hot dog,0.9370469450950623,False,False,True,0.04396156221628189,2,hot dog,False,0.9370469450950623,1,gray_fill,hot dog,False,0.1954120248556137,2,0.6522778868675232,-0.8930853828787804,-0.4568658620119095,True,True,False,True,False,True,True,True,True,0.12233589087809037,8,2,1,0.17243303571428573,0.011439732142857142,True,True,True,False
284,,bus,bus,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,bus,0.9997077584266663,True,True,False,0.9997077584266663,1,train,False,0.00018301642558071762,2,gaussian_blur,bus,True,0.9997212290763855,1,0.00019354221876710653,0.9995247420010855,0.9995276868576184,True,False,False,False,True,True,True,True,False,0.0,2,1,1,0.16850685586734693,0.004185267857142857,True,False,False,True
285,,umbrella,umbrella,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,cell phone,0.7756852507591248,False,False,True,0.011871282942593098,6,cell phone,False,0.7756852507591248,1,expanded_blur_1.25,cell phone,False,0.009884187020361423,8,0.8036393523216248,-0.7638139678165317,-0.7937551653012633,False,False,False,False,False,False,False,False,False,0.0,1,1,0,0.08818957270408163,0.0027901785714285715,True,False,False,False
286,,train,train,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,bus,0.7301070690155029,False,False,True,0.17943546175956726,2,bus,False,0.7301070690155029,1,gaussian_blur,bus,False,0.32764992117881775,2,0.587348997592926,-0.5506716072559357,-0.2596990764141083,True,True,False,True,False,True,True,True,True,0.0,6,1,1,0.15013153698979592,0.007971938775510204,True,True,True,False
287,,dog,dog,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,dog,0.997160792350769,True,True,False,0.997160792350769,1,hot dog,False,0.0009601309429854155,2,expanded_blur_1.25,dog,True,0.997856080532074,1,0.0005177018465474248,0.9962006614077836,0.9973383786855265,True,False,False,False,True,True,True,True,False,0.0,1,1,1,0.11284279336734694,0.013153698979591837,True,False,False,True
288,,motorcycle,motorcycle,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,motorcycle,0.9995966553688049,True,True,False,0.9995966553688049,1,bicycle,False,0.00031360506545752287,2,expanded_gray_fill_1.25,motorcycle,True,0.999749481678009,1,0.00018773245392367244,0.9992830503033474,0.9995617492240854,True,False,False,False,True,True,True,True,False,0.004619146816411557,1,1,1,0.6550542091836735,0.008131377551020409,True,False,False,True
289,,broccoli,broccoli,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,pizza,0.888195812702179,False,False,True,0.08961917459964752,2,pizza,False,0.888195812702179,1,expanded_gray_fill_1.25,pizza,False,0.12695857882499695,2,0.8402521014213562,-0.7985766381025314,-0.7132935225963593,True,True,False,True,False,True,True,True,False,0.0,1,1,0,0.09400908801020408,0.012934470663265306,True,True,False,False
290,,train,train,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,train,0.999884843826294,True,True,False,0.999884843826294,1,bus,False,9.836434765020385e-05,2,expanded_gray_fill_1.25,train,True,0.9999068975448608,1,7.628306047990918e-05,0.9997864794786437,0.9998306144843809,True,False,False,False,True,True,True,True,False,0.0,1,1,1,0.12232940051020408,0.0029296875,True,False,False,False
291,,bear,bear,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,bear,0.9867779016494751,True,True,False,0.9867779016494751,1,dog,False,0.011427986435592175,2,expanded_blur_1.25,bear,True,0.9813759326934814,1,0.01671956107020378,0.9753499152138829,0.9646563716232777,False,False,False,False,True,True,True,True,False,0.0,1,1,1,0.2845982142857143,0.0030691964285714285,True,False,False,True
292,,sandwich,sandwich,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,sandwich,0.848561704158783,True,True,False,0.848561704158783,1,pizza,False,0.11550816148519516,2,gaussian_blur,sandwich,True,0.7638033628463745,1,0.19426314532756805,0.7330535426735878,0.5695402175188065,False,False,False,False,True,True,True,True,False,0.0,10,3,0,0.08203125,0.042849170918367346,True,False,False,False
293,,clock,clock,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,clock,0.9999704360961914,True,True,False,0.9999704360961914,1,orange,False,5.042454631620785e-06,2,gray_fill,clock,True,0.999998927116394,1,3.7283161447021484e-08,0.9999653936415598,0.9999988898332326,True,False,False,False,True,True,True,True,False,0.0,1,1,1,0.3442283163265306,0.023596938775510203,True,False,False,True
294,,laptop,laptop,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,laptop,0.9977332353591919,True,True,False,0.9977332353591919,1,boat,False,0.0010454643052071333,2,gray_fill,laptop,True,0.9995354413986206,1,4.535659900284372e-05,0.9966877710539848,0.9994900847996178,True,False,False,False,True,True,True,True,False,0.0,3,1,1,0.4910514987244898,0.06068638392857143,True,False,False,True
295,,car,car,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,truck,0.38569650053977966,False,False,False,0.33505675196647644,2,truck,False,0.38569650053977966,1,expanded_gray_fill_1.25,car,True,0.5604337453842163,1,0.2690570652484894,-0.05063974857330322,0.29137668013572693,True,True,True,True,True,True,True,True,True,0.0,6,1,0,0.08490114795918367,0.004603794642857143,True,True,True,False
296,,truck,truck,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,bus,0.7882408499717712,False,False,True,0.199904203414917,2,bus,False,0.7882408499717712,1,gray_fill,bus,False,0.2315661609172821,2,0.7607823610305786,-0.5883366465568542,-0.5292162001132965,True,True,False,True,False,True,True,True,False,0.0,1,1,0,0.0615234375,0.00350765306122449,True,True,False,False
297,,teddy bear,teddy bear,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,teddy bear,0.997347354888916,True,True,False,0.997347354888916,1,bear,False,0.0025420268066227436,2,expanded_blur_1.25,teddy bear,True,0.9973902106285095,1,0.002483607502654195,0.9948053280822933,0.9949066031258553,True,False,False,False,True,True,True,True,False,0.0,1,1,0,0.06050701530612245,0.0031090561224489796,True,False,False,False
298,,sandwich,sandwich,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,hot dog,0.9592341184616089,False,False,True,0.0052142455242574215,5,hot dog,False,0.9592341184616089,1,expanded_gray_fill_1.25,hot dog,False,0.011960592120885849,4,0.8533767461776733,-0.9540198729373515,-0.8414161540567875,True,False,True,True,False,False,True,True,False,0.0592431147216168,1,3,2,0.22576530612244897,0.011918048469387755,True,False,False,False
299,,vase,vase,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,clock,0.937173068523407,False,False,True,0.06262079626321793,2,clock,False,0.937173068523407,1,expanded_blur_1.25,clock,False,0.18304505944252014,2,0.8165280222892761,-0.8745522722601891,-0.633482962846756,True,True,False,True,False,True,True,True,True,0.008410973084886128,3,2,2,0.4624720982142857,0.002590880102040816,True,True,True,False
300,,backpack,backpack,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,backpack,0.4106278419494629,True,True,False,0.4106278419494629,1,bus,False,0.20861469209194183,2,expanded_blur_1.25,backpack,True,0.33282727003097534,1,0.15698933601379395,0.20201314985752106,0.1758379340171814,False,False,False,True,True,True,True,True,False,0.0,2,2,0,0.05919164540816327,0.0077128507653061226,True,False,False,False
301,,hot dog,hot dog,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,hot dog,0.9998526573181152,True,True,False,0.9998526573181152,1,sandwich,False,0.00012813578359782696,2,expanded_blur_1.25,hot dog,True,0.999860405921936,1,0.00012056546256644651,0.9997245215345174,0.9997398404593696,True,False,False,False,True,True,True,True,False,0.0,1,1,1,0.39066485969387754,0.00390625,True,False,False,True
302,,backpack,backpack,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,donut,0.9872389435768127,False,False,True,1.2134983990108594e-05,7,donut,False,0.9872389435768127,1,expanded_blur_1.25,donut,False,1.2242080629221164e-05,7,0.986877977848053,-0.9872268085928226,-0.9868657357674238,True,False,False,False,False,False,False,False,False,0.0,1,1,1,0.12075494260204081,0.0023915816326530613,True,False,False,False
303,,clock,clock,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,clock,0.9999319314956665,True,True,False,0.9999319314956665,1,truck,False,1.716875885904301e-05,2,expanded_blur_1.25,clock,True,0.9999911785125732,1,7.172265554800106e-07,0.9999147627368075,0.9999904612860178,True,False,False,False,True,True,True,True,False,0.0,7,1,1,0.134765625,0.007473692602040816,True,False,False,False
304,,backpack,backpack,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,bus,0.3587740361690521,False,False,False,0.02553596720099449,9,bus,False,0.3587740361690521,1,expanded_gray_fill_1.25,bus,False,0.04324055090546608,6,0.36881327629089355,-0.33323806896805763,-0.3255727253854275,True,True,True,False,False,False,False,False,False,0.0,2,1,0,0.08502072704081633,0.05251514668367347,True,True,False,False
305,,cake,cake,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,cake,0.9964655637741089,True,True,False,0.9964655637741089,1,donut,False,0.0010399253806099296,2,gray_fill,cake,True,0.9973483085632324,1,0.0006790749612264335,0.995425638393499,0.996669233602006,True,False,False,False,True,True,True,True,False,0.0,1,1,0,0.06584821428571429,0.0038863201530612247,True,False,False,False
306,,elephant,elephant,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,elephant,0.9997461438179016,True,True,False,0.9997461438179016,1,bear,False,0.00013132391904946417,2,expanded_gray_fill_1.25,elephant,True,0.9998165965080261,1,7.577734504593536e-05,0.9996148198988521,0.9997408191629802,True,False,False,False,True,True,True,True,False,0.00390625,2,2,1,0.5041454081632653,0.01829559948979592,True,False,False,True
307,,pizza,pizza,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,pizza,0.9999825954437256,True,True,False,0.9999825954437256,1,cake,False,5.830851932842052e-06,2,expanded_gray_fill_1.25,pizza,True,0.9999866485595703,1,3.5471030059852637e-06,0.9999767645917927,0.9999831014565643,True,False,False,False,True,True,True,True,False,0.0,1,2,1,0.11367984693877552,0.0024115114795918366,True,False,False,False
308,,bus,bus,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,bus,0.9924572706222534,True,True,False,0.9924572706222534,1,train,False,0.0054884483106434345,2,expanded_gray_fill_1.25,bus,True,0.9914078116416931,1,0.0063427165150642395,0.98696882231161,0.9850650951266289,False,False,False,False,True,True,True,True,False,0.0,1,1,1,0.8666493941326531,0.003946109693877551,True,False,False,False
309,,motorcycle,motorcycle,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,motorcycle,0.9965582489967346,True,True,False,0.9965582489967346,1,backpack,False,0.0029943310655653477,2,expanded_blur_1.25,motorcycle,True,0.9960198998451233,1,0.0038066033739596605,0.9935639179311693,0.9922132964711636,False,False,False,False,True,True,True,True,False,0.0,2,1,1,0.13486527423469388,0.003946109693877551,True,False,False,True
310,,cup,cup,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,donut,0.9935061931610107,False,False,True,0.006335745565593243,2,donut,False,0.9935061931610107,1,expanded_gray_fill_1.25,donut,False,0.008615241385996342,2,0.9905921816825867,-0.9871704475954175,-0.9819769402965903,True,False,False,False,False,True,True,True,False,0.07057505601194922,5,2,2,0.21462452168367346,0.01584422831632653,True,False,False,False
311,,bus,bus,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,bus,0.9998668432235718,True,True,False,0.9998668432235718,1,car,False,7.537132478319108e-05,2,gaussian_blur,bus,True,0.9998753070831299,1,7.215345976874232e-05,0.9997914718987886,0.9998031536233611,True,False,False,False,True,True,True,True,False,0.04424202992843201,1,2,2,0.3686025191326531,0.005420918367346939,True,False,False,False
312,,pizza,pizza,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,pizza,0.9992484450340271,True,True,False,0.9992484450340271,1,hot dog,False,0.0004760722804348916,2,gray_fill,pizza,True,0.9993560910224915,1,0.0003860284632537514,0.9987723727535922,0.9989700625592377,True,False,False,False,True,True,True,True,False,0.0,7,2,2,0.11503507653061225,0.008071588010204082,True,False,False,False
313,,teddy bear,teddy bear,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,teddy bear,0.6862198710441589,True,True,False,0.6862198710441589,1,cake,False,0.12122577428817749,2,gaussian_blur,teddy bear,True,0.6520103812217712,1,0.14087271690368652,0.5649940967559814,0.5111376643180847,False,False,False,False,True,True,True,True,False,0.0,1,1,0,0.05590322066326531,0.0023915816326530613,True,False,False,False
314,,car,car,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,bus,0.6421469449996948,False,False,False,0.061398182064294815,4,bus,False,0.6421469449996948,1,gaussian_blur,bus,False,0.04851998761296272,4,0.6955900192260742,-0.5807487629354,-0.6470700316131115,False,False,False,False,False,False,True,True,False,0.0,4,2,0,0.08673469387755102,0.007971938775510204,True,False,False,False
315,,cake,cake,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,cake,0.9819157123565674,True,True,False,0.9819157123565674,1,suitcase,False,0.006613522302359343,2,expanded_gray_fill_1.25,cake,True,0.9822418689727783,1,0.00684375362470746,0.975302190054208,0.9753981153480709,True,False,False,False,True,True,True,True,False,0.0002824060999717594,6,1,1,0.16501913265306123,0.046755420918367346,True,False,False,False
316,,bus,bus,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,bus,0.9791873693466187,True,True,False,0.9791873693466187,1,truck,False,0.02012968808412552,2,gaussian_blur,bus,True,0.9787487387657166,1,0.020590201020240784,0.9590576812624931,0.9581585377454758,False,False,False,False,True,True,True,True,False,0.0,2,2,1,0.3062021683673469,0.005978954081632653,True,False,False,True
317,,dog,dog,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,laptop,0.9857161641120911,False,False,True,0.01270055491477251,2,laptop,False,0.9857161641120911,1,expanded_gray_fill_1.25,laptop,False,0.012655491940677166,2,0.9857038855552673,-0.9730156091973186,-0.9730483936145902,False,False,False,False,False,True,True,True,False,0.0,1,2,1,0.10863759566326531,0.003049266581632653,True,False,False,True
318,,clock,clock,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,clock,0.9998112320899963,True,True,False,0.9998112320899963,1,backpack,False,4.4346470531309023e-05,2,expanded_gray_fill_1.25,clock,True,0.9999352693557739,1,1.6078207409009337e-05,0.999766885619465,0.9999191911483649,True,False,False,False,True,True,True,True,False,0.0,14,1,1,0.14714205994897958,0.0078125,False,False,False,False
319,,airplane,airplane,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,airplane,0.9995654225349426,True,True,False,0.9995654225349426,1,boat,False,0.00018849974730983377,2,expanded_blur_1.25,airplane,True,0.9997163414955139,1,0.00010743242455646396,0.9993769227876328,0.9996089090709575,True,False,False,False,True,True,True,True,False,0.0,1,1,1,0.5466557716836735,0.006696428571428571,True,False,False,True
320,,motorcycle,motorcycle,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,motorcycle,0.9711779952049255,True,True,False,0.9711779952049255,1,bicycle,False,0.0284836757928133,2,expanded_gray_fill_1.25,motorcycle,True,0.9815061092376709,1,0.01831917092204094,0.9426943194121122,0.96318693831563,True,True,False,True,True,True,True,True,False,0.0,2,2,1,0.2944435586734694,0.008031728316326531,True,False,False,True
321,,horse,horse,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,horse,0.8654739260673523,True,True,False,0.8654739260673523,1,bicycle,False,0.04802608862519264,2,expanded_gray_fill_1.25,horse,True,0.9267259240150452,1,0.03156014904379845,0.8174478374421597,0.8951657749712467,True,True,False,True,True,True,True,True,False,0.0,1,1,0,0.08617665816326531,0.0031090561224489796,True,False,False,False
322,,sandwich,sandwich,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,sandwich,0.9663376212120056,True,True,False,0.9663376212120056,1,donut,False,0.021705200895667076,2,gray_fill,sandwich,True,0.9876716136932373,1,0.004781869240105152,0.9446324203163385,0.9828897444531322,True,True,False,True,True,True,True,True,False,0.12407211028632026,2,2,2,0.3392857142857143,0.023317920918367346,True,False,False,False
323,,donut,donut,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,donut,0.9998539686203003,True,True,False,0.9998539686203003,1,cake,False,0.00014485792780760676,2,gray_fill,donut,True,0.9997318387031555,1,0.00026609626365825534,0.9997091106924927,0.9994657424394973,False,False,False,False,True,True,True,True,False,0.0,2,3,1,0.12340561224489796,0.005779655612244898,True,False,False,True
324,,sandwich,sandwich,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,sandwich,0.9384050369262695,True,True,False,0.9384050369262695,1,hot dog,False,0.06134822964668274,2,expanded_gray_fill_1.25,sandwich,True,0.9825515747070312,1,0.01693849451839924,0.8770568072795868,0.965613080188632,True,True,False,True,True,True,True,True,False,0.01740139211136891,2,1,1,0.28188775510204084,0.015246332908163265,True,False,False,True
