example_id,human_label,variant,selected_proposal_type,selected_family,selected_bbox,selected_area_fraction,overlaps_text_box,overlaps_object_box
257,bottle,excl_ocr,horizontal_text_band,edge_dense,"[25, 65, 199, 87]",0.07629145408163265,False,False
257,bottle,incl_ocr,horizontal_text_band,edge_dense,"[25, 65, 199, 87]",0.07629145408163265,False,False
258,giraffe,excl_ocr,horizontal_text_band,edge_dense,"[9, 1, 215, 32]",0.12727200255102042,False,False
258,giraffe,incl_ocr,horizontal_text_band,edge_dense,"[9, 1, 215, 32]",0.12727200255102042,False,False
259,truck,excl_ocr,grid_patch_18,grid_patch,"[0, 60, 40, 100]",0.03188775510204082,False,False
259,truck,incl_ocr,grid_patch_18,grid_patch,"[0, 60, 40, 100]",0.03188775510204082,False,False
260,cat,excl_ocr,horizontal_text_band,edge_dense,"[25, 74, 199, 96]",0.07629145408163265,False,True
260,cat,incl_ocr,horizontal_text_band,edge_dense,"[25, 74, 199, 96]",0.07629145408163265,False,True
261,clock,excl_ocr,grid_patch_18,grid_patch,"[20, 140, 60, 180]",0.03188775510204082,False,False
261,clock,incl_ocr,grid_patch_18,grid_patch,"[20, 140, 60, 180]",0.03188775510204082,False,False
262,airplane,excl_ocr,horizontal_text_band,edge_dense,"[9, 106, 215, 137]",0.12727200255102042,False,True
262,airplane,incl_ocr,horizontal_text_band,edge_dense,"[9, 106, 215, 137]",0.12727200255102042,False,True
263,orange,excl_ocr,random_patch_control,random_patch,"[32, 14, 130, 49]",0.068359375,False,False
263,orange,incl_ocr,random_patch_control,random_patch,"[32, 14, 130, 49]",0.068359375,False,False
264,bus,excl_ocr,horizontal_text_band,edge_dense,"[9, 33, 215, 64]",0.12727200255102042,False,True
264,bus,incl_ocr,horizontal_text_band,edge_dense,"[9, 33, 215, 64]",0.12727200255102042,False,True
265,cup,excl_ocr,horizontal_text_band,edge_dense,"[25, 10, 199, 32]",0.07629145408163265,False,False
265,cup,incl_ocr,horizontal_text_band,edge_dense,"[25, 10, 199, 32]",0.07629145408163265,False,False
266,cow,excl_ocr,random_patch_control,random_patch,"[9, 163, 87, 189]",0.04041772959183673,False,True
266,cow,incl_ocr,random_patch_control,random_patch,"[9, 163, 87, 189]",0.04041772959183673,False,True
267,laptop,excl_ocr,horizontal_text_band,edge_dense,"[9, 71, 215, 102]",0.12727200255102042,False,False
267,laptop,incl_ocr,horizontal_text_band,edge_dense,"[9, 71, 215, 102]",0.12727200255102042,False,False
268,truck,excl_ocr,horizontal_text_band,edge_dense,"[9, 2, 215, 33]",0.12727200255102042,False,False
268,truck,incl_ocr,horizontal_text_band,edge_dense,"[9, 2, 215, 33]",0.12727200255102042,False,False
269,bus,excl_ocr,horizontal_text_band,edge_dense,"[9, 117, 215, 148]",0.12727200255102042,False,True
269,bus,incl_ocr,horizontal_text_band,edge_dense,"[9, 117, 215, 148]",0.12727200255102042,False,True
270,cup,excl_ocr,horizontal_text_band,edge_dense,"[9, 114, 215, 145]",0.12727200255102042,True,True
270,cup,incl_ocr,ocr_text_box,ocr_text_box,"[162, 123, 210, 148]",0.02391581632653061,True,True
271,car,excl_ocr,corner_edge_watermark,edge_dense,"[121, 189, 224, 224]",0.07184709821428571,False,True
271,car,incl_ocr,corner_edge_watermark,edge_dense,"[121, 189, 224, 224]",0.07184709821428571,False,True
272,umbrella,excl_ocr,random_patch_control,random_patch,"[104, 160, 182, 200]",0.062181122448979595,False,False
272,umbrella,incl_ocr,random_patch_control,random_patch,"[104, 160, 182, 200]",0.062181122448979595,False,False
273,broccoli,excl_ocr,horizontal_text_band,edge_dense,"[9, 148, 215, 179]",0.12727200255102042,False,True
273,broccoli,incl_ocr,horizontal_text_band,edge_dense,"[9, 148, 215, 179]",0.12727200255102042,False,True
274,dog,excl_ocr,horizontal_text_band,edge_dense,"[9, 49, 215, 80]",0.12727200255102042,False,False
274,dog,incl_ocr,horizontal_text_band,edge_dense,"[9, 49, 215, 80]",0.12727200255102042,False,False
275,umbrella,excl_ocr,random_patch_control,random_patch,"[16, 119, 72, 175]",0.0625,False,False
275,umbrella,incl_ocr,random_patch_control,random_patch,"[16, 119, 72, 175]",0.0625,False,False
276,cake,excl_ocr,horizontal_text_band,edge_dense,"[50, 171, 173, 188]",0.041673309948979595,False,True
276,cake,incl_ocr,horizontal_text_band,edge_dense,"[50, 171, 173, 188]",0.041673309948979595,False,True
277,carrot,excl_ocr,horizontal_text_band,edge_dense,"[9, 206, 215, 224]",0.0738998724489796,True,False
277,carrot,incl_ocr,horizontal_text_band,edge_dense,"[9, 206, 215, 224]",0.0738998724489796,True,False
278,boat,excl_ocr,text_box_component,high_contrast,"[19, 127, 35, 137]",0.0031887755102040817,False,False
278,boat,incl_ocr,text_box_component,high_contrast,"[19, 127, 35, 137]",0.0031887755102040817,False,False
279,laptop,excl_ocr,text_box_component,high_contrast,"[77, 155, 103, 171]",0.008290816326530613,False,False
279,laptop,incl_ocr,text_box_component,high_contrast,"[77, 155, 103, 171]",0.008290816326530613,False,False
280,truck,excl_ocr,horizontal_text_band,edge_dense,"[25, 125, 199, 147]",0.07629145408163265,False,True
280,truck,incl_ocr,horizontal_text_band,edge_dense,"[25, 125, 199, 147]",0.07629145408163265,False,True
281,motorcycle,excl_ocr,grid_patch_30,grid_patch,"[0, 66, 67, 133]",0.08946508290816327,False,True
281,motorcycle,incl_ocr,grid_patch_30,grid_patch,"[0, 66, 67, 133]",0.08946508290816327,False,True
282,dog,excl_ocr,horizontal_text_band,edge_dense,"[50, 18, 173, 35]",0.041673309948979595,False,False
282,dog,incl_ocr,horizontal_text_band,edge_dense,"[50, 18, 173, 35]",0.041673309948979595,False,False
283,umbrella,excl_ocr,horizontal_text_band,edge_dense,"[9, 114, 215, 145]",0.12727200255102042,False,False
283,umbrella,incl_ocr,horizontal_text_band,edge_dense,"[9, 114, 215, 145]",0.12727200255102042,False,False
284,bus,excl_ocr,horizontal_text_band,edge_dense,"[9, 107, 215, 138]",0.12727200255102042,False,True
284,bus,incl_ocr,horizontal_text_band,edge_dense,"[9, 107, 215, 138]",0.12727200255102042,False,True
285,umbrella,excl_ocr,horizontal_text_band,edge_dense,"[50, 12, 173, 29]",0.041673309948979595,False,False
285,umbrella,incl_ocr,horizontal_text_band,edge_dense,"[50, 12, 173, 29]",0.041673309948979595,False,False
286,train,excl_ocr,horizontal_text_band,edge_dense,"[50, 169, 173, 186]",0.041673309948979595,False,False
286,train,incl_ocr,horizontal_text_band,edge_dense,"[50, 169, 173, 186]",0.041673309948979595,False,False
287,dog,excl_ocr,corner_edge_watermark,edge_dense,"[60, 189, 163, 224]",0.07184709821428571,False,False
287,dog,incl_ocr,corner_edge_watermark,edge_dense,"[60, 189, 163, 224]",0.07184709821428571,False,False
288,motorcycle,excl_ocr,corner_edge_watermark,edge_dense,"[148, 0, 224, 29]",0.04392538265306122,False,False
288,motorcycle,incl_ocr,corner_edge_watermark,edge_dense,"[148, 0, 224, 29]",0.04392538265306122,False,False
289,broccoli,excl_ocr,horizontal_text_band,edge_dense,"[9, 208, 215, 224]",0.06568877551020408,True,False
289,broccoli,incl_ocr,horizontal_text_band,edge_dense,"[9, 208, 215, 224]",0.06568877551020408,True,False
290,train,excl_ocr,horizontal_text_band,edge_dense,"[9, 140, 215, 171]",0.12727200255102042,False,True
290,train,incl_ocr,horizontal_text_band,edge_dense,"[9, 140, 215, 171]",0.12727200255102042,False,True
291,bear,excl_ocr,grid_patch_18,grid_patch,"[40, 20, 80, 60]",0.03188775510204082,False,False
291,bear,incl_ocr,grid_patch_18,grid_patch,"[40, 20, 80, 60]",0.03188775510204082,False,False
292,sandwich,excl_ocr,random_patch_control,random_patch,"[20, 103, 60, 143]",0.03188775510204082,False,True
292,sandwich,incl_ocr,random_patch_control,random_patch,"[20, 103, 60, 143]",0.03188775510204082,False,True
293,clock,excl_ocr,horizontal_text_band,edge_dense,"[9, 134, 215, 165]",0.12727200255102042,False,True
293,clock,incl_ocr,horizontal_text_band,edge_dense,"[9, 134, 215, 165]",0.12727200255102042,False,True
294,laptop,excl_ocr,horizontal_text_band,edge_dense,"[9, 100, 215, 131]",0.12727200255102042,False,True
294,laptop,incl_ocr,horizontal_text_band,edge_dense,"[9, 100, 215, 131]",0.12727200255102042,False,True
295,car,excl_ocr,grid_patch_18,grid_patch,"[0, 120, 40, 160]",0.03188775510204082,False,False
295,car,incl_ocr,ocr_text_box,ocr_text_box,"[1, 84, 19, 93]",0.0032286352040816328,True,False
296,truck,excl_ocr,random_patch_control,random_patch,"[117, 42, 215, 77]",0.068359375,False,False
296,truck,incl_ocr,random_patch_control,random_patch,"[117, 42, 215, 77]",0.068359375,False,False
297,teddy bear,excl_ocr,horizontal_text_band,edge_dense,"[9, 38, 215, 69]",0.12727200255102042,False,False
297,teddy bear,incl_ocr,horizontal_text_band,edge_dense,"[9, 38, 215, 69]",0.12727200255102042,False,False
298,sandwich,excl_ocr,horizontal_text_band,edge_dense,"[25, 136, 199, 158]",0.07629145408163265,False,True
298,sandwich,incl_ocr,horizontal_text_band,edge_dense,"[25, 136, 199, 158]",0.07629145408163265,False,True
299,vase,excl_ocr,textness_high_frequency,connected_component,"[90, 0, 180, 19]",0.034080038265306124,False,False
299,vase,incl_ocr,textness_high_frequency,connected_component,"[90, 0, 180, 19]",0.034080038265306124,False,False
300,backpack,excl_ocr,horizontal_text_band,edge_dense,"[25, 71, 199, 93]",0.07629145408163265,False,True
300,backpack,incl_ocr,horizontal_text_band,edge_dense,"[25, 71, 199, 93]",0.07629145408163265,False,True
301,hot dog,excl_ocr,random_patch_control,random_patch,"[90, 174, 188, 209]",0.068359375,False,True
301,hot dog,incl_ocr,random_patch_control,random_patch,"[90, 174, 188, 209]",0.068359375,False,True
302,backpack,excl_ocr,horizontal_text_band,edge_dense,"[25, 73, 199, 95]",0.07629145408163265,False,False
302,backpack,incl_ocr,horizontal_text_band,edge_dense,"[25, 73, 199, 95]",0.07629145408163265,False,False
303,clock,excl_ocr,horizontal_text_band,edge_dense,"[9, 74, 215, 105]",0.12727200255102042,False,True
303,clock,incl_ocr,horizontal_text_band,edge_dense,"[9, 74, 215, 105]",0.12727200255102042,False,True
304,backpack,excl_ocr,horizontal_text_band,edge_dense,"[50, 32, 173, 49]",0.041673309948979595,True,False
304,backpack,incl_ocr,horizontal_text_band,edge_dense,"[50, 32, 173, 49]",0.041673309948979595,True,False
305,cake,excl_ocr,random_patch_control,random_patch,"[126, 158, 182, 184]",0.029017857142857144,False,True
305,cake,incl_ocr,random_patch_control,random_patch,"[126, 158, 182, 184]",0.029017857142857144,False,True
306,elephant,excl_ocr,horizontal_text_band,edge_dense,"[9, 0, 215, 27]",0.11084980867346939,False,False
306,elephant,incl_ocr,horizontal_text_band,edge_dense,"[9, 0, 215, 27]",0.11084980867346939,False,False
307,pizza,excl_ocr,horizontal_text_band,edge_dense,"[9, 112, 215, 143]",0.12727200255102042,False,True
307,pizza,incl_ocr,horizontal_text_band,edge_dense,"[9, 112, 215, 143]",0.12727200255102042,False,True
308,bus,excl_ocr,grid_patch_18,grid_patch,"[180, 100, 220, 140]",0.03188775510204082,False,False
308,bus,incl_ocr,grid_patch_18,grid_patch,"[180, 100, 220, 140]",0.03188775510204082,False,False
309,motorcycle,excl_ocr,grid_patch_18,grid_patch,"[160, 180, 200, 220]",0.03188775510204082,False,True
309,motorcycle,incl_ocr,grid_patch_18,grid_patch,"[160, 180, 200, 220]",0.03188775510204082,False,True
310,cup,excl_ocr,horizontal_text_band,edge_dense,"[9, 80, 215, 111]",0.12727200255102042,False,True
310,cup,incl_ocr,horizontal_text_band,edge_dense,"[9, 80, 215, 111]",0.12727200255102042,False,True
311,bus,excl_ocr,horizontal_text_band,edge_dense,"[9, 97, 215, 128]",0.12727200255102042,False,True
311,bus,incl_ocr,horizontal_text_band,edge_dense,"[9, 97, 215, 128]",0.12727200255102042,False,True
312,pizza,excl_ocr,random_patch_control,random_patch,"[129, 153, 185, 179]",0.029017857142857144,False,True
312,pizza,incl_ocr,random_patch_control,random_patch,"[129, 153, 185, 179]",0.029017857142857144,False,True
313,teddy bear,excl_ocr,grid_patch_18,grid_patch,"[184, 60, 224, 100]",0.03188775510204082,False,False
313,teddy bear,incl_ocr,grid_patch_18,grid_patch,"[184, 60, 224, 100]",0.03188775510204082,False,False
314,car,excl_ocr,horizontal_text_band,edge_dense,"[9, 58, 215, 89]",0.12727200255102042,False,False
314,car,incl_ocr,horizontal_text_band,edge_dense,"[9, 58, 215, 89]",0.12727200255102042,False,False
315,cake,excl_ocr,horizontal_text_band,edge_dense,"[25, 75, 199, 97]",0.07629145408163265,False,True
315,cake,incl_ocr,horizontal_text_band,edge_dense,"[25, 75, 199, 97]",0.07629145408163265,False,True
316,bus,excl_ocr,grid_patch_18,grid_patch,"[0, 80, 40, 120]",0.03188775510204082,False,False
316,bus,incl_ocr,grid_patch_18,grid_patch,"[0, 80, 40, 120]",0.03188775510204082,False,False
317,dog,excl_ocr,grid_patch_30,grid_patch,"[157, 132, 224, 199]",0.08946508290816327,False,False
317,dog,incl_ocr,grid_patch_30,grid_patch,"[157, 132, 224, 199]",0.08946508290816327,False,False
318,clock,excl_ocr,horizontal_text_band,edge_dense,"[9, 91, 215, 122]",0.12727200255102042,False,True
318,clock,incl_ocr,horizontal_text_band,edge_dense,"[9, 91, 215, 122]",0.12727200255102042,False,True
319,airplane,excl_ocr,corner_edge_watermark,edge_dense,"[0, 0, 103, 35]",0.07184709821428571,False,False
319,airplane,incl_ocr,corner_edge_watermark,edge_dense,"[0, 0, 103, 35]",0.07184709821428571,False,False
320,motorcycle,excl_ocr,horizontal_text_band,edge_dense,"[50, 172, 173, 189]",0.041673309948979595,False,True
320,motorcycle,incl_ocr,horizontal_text_band,edge_dense,"[50, 172, 173, 189]",0.041673309948979595,False,True
321,horse,excl_ocr,grid_patch_18,grid_patch,"[160, 160, 200, 200]",0.03188775510204082,False,True
321,horse,incl_ocr,grid_patch_18,grid_patch,"[160, 160, 200, 200]",0.03188775510204082,False,True
322,sandwich,excl_ocr,corner_edge_watermark,edge_dense,"[60, 189, 163, 224]",0.07184709821428571,False,True
322,sandwich,incl_ocr,corner_edge_watermark,edge_dense,"[60, 189, 163, 224]",0.07184709821428571,False,True
323,donut,excl_ocr,grid_patch_18,grid_patch,"[60, 140, 100, 180]",0.03188775510204082,False,True
323,donut,incl_ocr,grid_patch_18,grid_patch,"[60, 140, 100, 180]",0.03188775510204082,False,True
324,sandwich,excl_ocr,corner_edge_watermark,edge_dense,"[0, 0, 103, 35]",0.07184709821428571,False,False
324,sandwich,incl_ocr,corner_edge_watermark,edge_dense,"[0, 0, 103, 35]",0.07184709821428571,False,False
325,vase,excl_ocr,horizontal_text_band,edge_dense,"[9, 48, 215, 79]",0.12727200255102042,False,False
325,vase,incl_ocr,horizontal_text_band,edge_dense,"[9, 48, 215, 79]",0.12727200255102042,False,False
326,motorcycle,excl_ocr,grid_patch_18,grid_patch,"[0, 140, 40, 180]",0.03188775510204082,False,True
326,motorcycle,incl_ocr,grid_patch_18,grid_patch,"[0, 140, 40, 180]",0.03188775510204082,False,True
327,bird,excl_ocr,horizontal_text_band,edge_dense,"[25, 178, 199, 200]",0.07629145408163265,False,False
327,bird,incl_ocr,horizontal_text_band,edge_dense,"[25, 178, 199, 200]",0.07629145408163265,False,False
328,bus,excl_ocr,horizontal_text_band,edge_dense,"[25, 86, 199, 108]",0.07629145408163265,False,True
328,bus,incl_ocr,horizontal_text_band,edge_dense,"[25, 86, 199, 108]",0.07629145408163265,False,True
329,umbrella,excl_ocr,grid_patch_18,grid_patch,"[180, 80, 220, 120]",0.03188775510204082,True,False
329,umbrella,incl_ocr,grid_patch_18,grid_patch,"[180, 80, 220, 120]",0.03188775510204082,True,False
330,elephant,excl_ocr,grid_patch_18,grid_patch,"[80, 140, 120, 180]",0.03188775510204082,False,True
330,elephant,incl_ocr,grid_patch_18,grid_patch,"[80, 140, 120, 180]",0.03188775510204082,False,True
331,motorcycle,excl_ocr,grid_patch_18,grid_patch,"[80, 160, 120, 200]",0.03188775510204082,False,True
331,motorcycle,incl_ocr,grid_patch_18,grid_patch,"[80, 160, 120, 200]",0.03188775510204082,False,True
332,cake,excl_ocr,horizontal_text_band,edge_dense,"[50, 192, 173, 209]",0.041673309948979595,False,False
332,cake,incl_ocr,horizontal_text_band,edge_dense,"[50, 192, 173, 209]",0.041673309948979595,False,False
333,car,excl_ocr,horizontal_text_band,edge_dense,"[25, 111, 199, 133]",0.07629145408163265,False,True
333,car,incl_ocr,horizontal_text_band,edge_dense,"[25, 111, 199, 133]",0.07629145408163265,False,True
334,teddy bear,excl_ocr,horizontal_text_band,edge_dense,"[9, 44, 215, 75]",0.12727200255102042,False,True
334,teddy bear,incl_ocr,horizontal_text_band,edge_dense,"[9, 44, 215, 75]",0.12727200255102042,False,True
335,teddy bear,excl_ocr,grid_patch_18,grid_patch,"[40, 120, 80, 160]",0.03188775510204082,False,False
335,teddy bear,incl_ocr,grid_patch_18,grid_patch,"[40, 120, 80, 160]",0.03188775510204082,False,False
336,airplane,excl_ocr,horizontal_text_band,edge_dense,"[9, 108, 215, 139]",0.12727200255102042,False,True
336,airplane,incl_ocr,horizontal_text_band,edge_dense,"[9, 108, 215, 139]",0.12727200255102042,False,True
337,laptop,excl_ocr,horizontal_text_band,edge_dense,"[9, 120, 215, 151]",0.12727200255102042,False,True
337,laptop,incl_ocr,horizontal_text_band,edge_dense,"[9, 120, 215, 151]",0.12727200255102042,False,True
338,car,excl_ocr,textness_high_frequency,connected_component,"[46, 198, 62, 220]",0.00701530612244898,False,False
338,car,incl_ocr,textness_high_frequency,connected_component,"[46, 198, 62, 220]",0.00701530612244898,False,False
339,car,excl_ocr,horizontal_text_band,edge_dense,"[25, 150, 199, 172]",0.07629145408163265,False,True
339,car,incl_ocr,horizontal_text_band,edge_dense,"[25, 150, 199, 172]",0.07629145408163265,False,True
340,cat,excl_ocr,horizontal_text_band,edge_dense,"[25, 164, 199, 186]",0.07629145408163265,False,False
340,cat,incl_ocr,horizontal_text_band,edge_dense,"[25, 164, 199, 186]",0.07629145408163265,False,False
341,clock,excl_ocr,horizontal_text_band,edge_dense,"[50, 163, 173, 180]",0.041673309948979595,False,False
341,clock,incl_ocr,horizontal_text_band,edge_dense,"[50, 163, 173, 180]",0.041673309948979595,False,False
342,pizza,excl_ocr,grid_patch_18,grid_patch,"[40, 140, 80, 180]",0.03188775510204082,False,False
342,pizza,incl_ocr,grid_patch_18,grid_patch,"[40, 140, 80, 180]",0.03188775510204082,False,False
343,clock,excl_ocr,grid_patch_18,grid_patch,"[100, 140, 140, 180]",0.03188775510204082,False,False
343,clock,incl_ocr,grid_patch_18,grid_patch,"[100, 140, 140, 180]",0.03188775510204082,False,False
344,giraffe,excl_ocr,horizontal_text_band,edge_dense,"[50, 3, 173, 20]",0.041673309948979595,False,False
344,giraffe,incl_ocr,horizontal_text_band,edge_dense,"[50, 3, 173, 20]",0.041673309948979595,False,False
345,laptop,excl_ocr,grid_patch_18,grid_patch,"[60, 160, 100, 200]",0.03188775510204082,False,True
345,laptop,incl_ocr,grid_patch_18,grid_patch,"[60, 160, 100, 200]",0.03188775510204082,False,True
346,train,excl_ocr,grid_patch_18,grid_patch,"[160, 60, 200, 100]",0.03188775510204082,False,True
346,train,incl_ocr,grid_patch_18,grid_patch,"[160, 60, 200, 100]",0.03188775510204082,False,True
347,apple,excl_ocr,grid_patch_18,grid_patch,"[184, 120, 224, 160]",0.03188775510204082,False,False
347,apple,incl_ocr,grid_patch_18,grid_patch,"[184, 120, 224, 160]",0.03188775510204082,False,False
348,car,excl_ocr,horizontal_text_band,edge_dense,"[9, 117, 215, 148]",0.12727200255102042,False,True
348,car,incl_ocr,horizontal_text_band,edge_dense,"[9, 117, 215, 148]",0.12727200255102042,False,True
349,giraffe,excl_ocr,text_box_component,high_contrast,"[168, 130, 187, 145]",0.00568000637755102,False,False
349,giraffe,incl_ocr,text_box_component,high_contrast,"[168, 130, 187, 145]",0.00568000637755102,False,False
350,motorcycle,excl_ocr,random_patch_control,random_patch,"[126, 111, 224, 146]",0.068359375,False,True
350,motorcycle,incl_ocr,random_patch_control,random_patch,"[126, 111, 224, 146]",0.068359375,False,True
351,car,excl_ocr,random_patch_control,random_patch,"[10, 84, 88, 110]",0.04041772959183673,False,True
351,car,incl_ocr,random_patch_control,random_patch,"[10, 84, 88, 110]",0.04041772959183673,False,True
352,train,excl_ocr,horizontal_text_band,edge_dense,"[9, 203, 215, 224]",0.08621651785714286,False,False
352,train,incl_ocr,horizontal_text_band,edge_dense,"[9, 203, 215, 224]",0.08621651785714286,False,False
353,cell phone,excl_ocr,random_patch_control,random_patch,"[64, 175, 162, 210]",0.068359375,False,True
353,cell phone,incl_ocr,random_patch_control,random_patch,"[64, 175, 162, 210]",0.068359375,False,True
354,car,excl_ocr,horizontal_text_band,edge_dense,"[9, 86, 215, 117]",0.12727200255102042,False,True
354,car,incl_ocr,horizontal_text_band,edge_dense,"[9, 86, 215, 117]",0.12727200255102042,False,True
355,orange,excl_ocr,corner_edge_watermark,edge_dense,"[0, 0, 76, 29]",0.04392538265306122,False,False
355,orange,incl_ocr,corner_edge_watermark,edge_dense,"[0, 0, 76, 29]",0.04392538265306122,False,False
356,bus,excl_ocr,grid_patch_18,grid_patch,"[20, 40, 60, 80]",0.03188775510204082,False,True
356,bus,incl_ocr,grid_patch_18,grid_patch,"[20, 40, 60, 80]",0.03188775510204082,False,True
357,cat,excl_ocr,horizontal_text_band,edge_dense,"[9, 150, 215, 181]",0.12727200255102042,False,False
357,cat,incl_ocr,horizontal_text_band,edge_dense,"[9, 150, 215, 181]",0.12727200255102042,False,False
358,laptop,excl_ocr,grid_patch_18,grid_patch,"[140, 160, 180, 200]",0.03188775510204082,False,False
358,laptop,incl_ocr,grid_patch_18,grid_patch,"[140, 160, 180, 200]",0.03188775510204082,False,False
359,hot dog,excl_ocr,grid_patch_18,grid_patch,"[184, 120, 224, 160]",0.03188775510204082,False,True
359,hot dog,incl_ocr,grid_patch_18,grid_patch,"[184, 120, 224, 160]",0.03188775510204082,False,True
360,carrot,excl_ocr,horizontal_text_band,edge_dense,"[9, 66, 215, 97]",0.12727200255102042,False,False
360,carrot,incl_ocr,horizontal_text_band,edge_dense,"[9, 66, 215, 97]",0.12727200255102042,False,False
361,truck,excl_ocr,random_patch_control,random_patch,"[19, 36, 97, 76]",0.062181122448979595,False,False
361,truck,incl_ocr,ocr_text_box,ocr_text_box,"[200, 182, 222, 194]",0.0052614795918367345,True,False
362,bus,excl_ocr,horizontal_text_band,edge_dense,"[25, 121, 199, 143]",0.07629145408163265,False,False
362,bus,incl_ocr,horizontal_text_band,edge_dense,"[25, 121, 199, 143]",0.07629145408163265,False,False
363,boat,excl_ocr,random_patch_control,random_patch,"[110, 55, 208, 90]",0.068359375,False,False
363,boat,incl_ocr,random_patch_control,random_patch,"[110, 55, 208, 90]",0.068359375,False,False
364,umbrella,excl_ocr,horizontal_text_band,edge_dense,"[9, 67, 215, 98]",0.12727200255102042,False,True
364,umbrella,incl_ocr,horizontal_text_band,edge_dense,"[9, 67, 215, 98]",0.12727200255102042,False,True
365,suitcase,excl_ocr,random_patch_control,random_patch,"[113, 24, 211, 59]",0.068359375,False,False
365,suitcase,incl_ocr,random_patch_control,random_patch,"[113, 24, 211, 59]",0.068359375,False,False
366,truck,excl_ocr,horizontal_text_band,edge_dense,"[9, 120, 215, 151]",0.12727200255102042,False,True
366,truck,incl_ocr,horizontal_text_band,edge_dense,"[9, 120, 215, 151]",0.12727200255102042,False,True
367,horse,excl_ocr,horizontal_text_band,edge_dense,"[9, 121, 215, 152]",0.12727200255102042,False,True
367,horse,incl_ocr,horizontal_text_band,edge_dense,"[9, 121, 215, 152]",0.12727200255102042,False,True
368,cat,excl_ocr,grid_patch_18,grid_patch,"[100, 140, 140, 180]",0.03188775510204082,False,False
368,cat,incl_ocr,grid_patch_18,grid_patch,"[100, 140, 140, 180]",0.03188775510204082,False,False
369,cup,excl_ocr,horizontal_text_band,edge_dense,"[9, 24, 215, 55]",0.12727200255102042,False,False
369,cup,incl_ocr,horizontal_text_band,edge_dense,"[9, 24, 215, 55]",0.12727200255102042,False,False
370,bus,excl_ocr,horizontal_text_band,edge_dense,"[9, 119, 215, 150]",0.12727200255102042,False,True
370,bus,incl_ocr,horizontal_text_band,edge_dense,"[9, 119, 215, 150]",0.12727200255102042,False,True
371,clock,excl_ocr,grid_patch_18,grid_patch,"[100, 184, 140, 224]",0.03188775510204082,False,False
371,clock,incl_ocr,grid_patch_18,grid_patch,"[100, 184, 140, 224]",0.03188775510204082,False,False
372,horse,excl_ocr,random_patch_control,random_patch,"[31, 149, 87, 189]",0.044642857142857144,False,False
372,horse,incl_ocr,random_patch_control,random_patch,"[31, 149, 87, 189]",0.044642857142857144,False,False
373,airplane,excl_ocr,horizontal_text_band,edge_dense,"[9, 70, 215, 101]",0.12727200255102042,False,True
373,airplane,incl_ocr,horizontal_text_band,edge_dense,"[9, 70, 215, 101]",0.12727200255102042,False,True
374,pizza,excl_ocr,corner_edge_watermark,edge_dense,"[0, 0, 103, 35]",0.07184709821428571,False,True
374,pizza,incl_ocr,corner_edge_watermark,edge_dense,"[0, 0, 103, 35]",0.07184709821428571,False,True
375,dog,excl_ocr,random_patch_control,random_patch,"[11, 168, 109, 203]",0.068359375,False,True
375,dog,incl_ocr,random_patch_control,random_patch,"[11, 168, 109, 203]",0.068359375,False,True
376,bus,excl_ocr,text_box_component,high_contrast,"[12, 154, 60, 170]",0.015306122448979591,False,False
376,bus,incl_ocr,text_box_component,high_contrast,"[12, 154, 60, 170]",0.015306122448979591,False,False
377,cake,excl_ocr,textness_high_frequency,connected_component,"[53, 156, 176, 194]",0.09315210459183673,False,True
377,cake,incl_ocr,textness_high_frequency,connected_component,"[53, 156, 176, 194]",0.09315210459183673,False,True
378,dog,excl_ocr,horizontal_text_band,edge_dense,"[25, 90, 199, 112]",0.07629145408163265,False,True
378,dog,incl_ocr,horizontal_text_band,edge_dense,"[25, 90, 199, 112]",0.07629145408163265,False,True
379,cat,excl_ocr,grid_patch_18,grid_patch,"[160, 180, 200, 220]",0.03188775510204082,False,False
379,cat,incl_ocr,grid_patch_18,grid_patch,"[160, 180, 200, 220]",0.03188775510204082,False,False
380,bus,excl_ocr,textness_high_frequency,connected_component,"[119, 166, 220, 185]",0.0382453762755102,False,False
380,bus,incl_ocr,textness_high_frequency,connected_component,"[119, 166, 220, 185]",0.0382453762755102,False,False
381,cat,excl_ocr,horizontal_text_band,edge_dense,"[9, 34, 215, 65]",0.12727200255102042,False,False
381,cat,incl_ocr,horizontal_text_band,edge_dense,"[9, 34, 215, 65]",0.12727200255102042,False,False
382,teddy bear,excl_ocr,horizontal_text_band,edge_dense,"[9, 171, 215, 202]",0.12727200255102042,False,False
382,teddy bear,incl_ocr,horizontal_text_band,edge_dense,"[9, 171, 215, 202]",0.12727200255102042,False,False
383,bus,excl_ocr,grid_patch_18,grid_patch,"[20, 100, 60, 140]",0.03188775510204082,False,False
383,bus,incl_ocr,grid_patch_18,grid_patch,"[20, 100, 60, 140]",0.03188775510204082,False,False
384,airplane,excl_ocr,text_box_component,high_contrast,"[34, 79, 84, 102]",0.022919323979591837,False,True
384,airplane,incl_ocr,text_box_component,high_contrast,"[34, 79, 84, 102]",0.022919323979591837,False,True
385,cup,excl_ocr,grid_patch_18,grid_patch,"[100, 160, 140, 200]",0.03188775510204082,False,False
385,cup,incl_ocr,grid_patch_18,grid_patch,"[100, 160, 140, 200]",0.03188775510204082,False,False
386,truck,excl_ocr,grid_patch_18,grid_patch,"[120, 160, 160, 200]",0.03188775510204082,False,True
